show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,upd_duration
"Flying Fortress\"","",United States,"March 31, 2017",1944,TV-PG,40 min,"Classic Movies, Documentaries",This documentary centers on the crew of the B-17 Flying Fortress Memphis Belle as it prepares to execute a strategic bombing mission over Germany.,"","",""
